m	727	159	10	10	0	0	600s	100	1	8005
m	720	248	10	10	0	0	600s	100	1	8005
m	626	181	10	10	0	0	600s	100	1	8005
m	548	156	10	10	0	0	600s	100	1	8006
m	441	202	10	10	0	0	600s	100	1	8006
m	387	108	10	10	0	0	600s	100	1	8006
m	315	242	10	10	0	0	600s	100	1	8007
m	172	240	10	10	0	0	600s	100	1	8007
m	240	315	10	10	0	0	600s	100	1	8007
m	147	386	10	10	0	0	600s	100	1	8005
m	208	427	10	10	0	0	600s	100	1	8005
m	260	485	10	10	0	0	600s	100	1	8005
m	346	509	10	10	0	0	600s	100	1	8006
m	326	604	10	10	0	0	600s	100	1	8006
m	200	626	10	10	0	0	600s	100	1	8006
m	781	212	10	10	0	0	600s	100	1	8007
m	680	484	10	10	0	0	600s	100	1	8007
m	763	399	10	10	0	0	600s	100	1	8007
m	484	678	10	10	0	0	600s	100	1	8005
m	567	445	10	10	0	0	600s	100	1	8005
m	608	488	10	10	0	0	600s	100	1	8005
m	370	465	10	10	0	0	600s	100	1	8005
m	135	174	10	10	0	0	600s	100	1	8005


r	502	209	100	100	0	0	3575s	100	1	2002
r	482	210	100	100	0	0	3580s	100	1	2002
r	590	239	100	100	0	0	3585s	100	1	2002
r	876	319	100	100	0	0	3590s	100	1	2002
r	330	584	100	100	0	0	3595s	100	1	2002
r	309	599	100	100	0	0	3600s	100	1	2002
r	348	623	100	100	0	0	3605s	100	1	2002
r	387	657	100	100	0	0	3610s	100	1	2002
r	770	686	100	100	0	0	3615s	100	1	2002
r	519	695	100	100	0	0	3620s	100	1	2002
r	543	724	100	100	0	0	3625s	100	1	2002
r	688	826	100	100	0	0	3630s	100	1	2002
r	276	827	100	100	0	0	3635s	100	1	2002
r	824	846	100	100	0	0	3640s	100	1	2002
r	536	861	100	100	0	0	3645s	100	1	2002

