ma	765	64	0	0	0	3	0s	100	1	30111
ma	566	119	0	0	0	1	0s	100	1	30111
ma	562	313	0	0	0	1	0s	100	1	30111
ma	942	143	0	0	0	1	0s	100	1	30111
ma	665	434	0	0	0	3	0s	100	1	30112
ma	883	434	0	0	0	3	0s	100	1	30112
ma	942	247	0	0	0	1	0s	100	1	30112
ma	942	323	0	0	0	1	0s	100	1	30112
ma	740	390	0	0	0	3	0s	100	1	30113
ma	900	164	0	0	0	1	0s	100	1	30113
ma	640	116	0	0	0	3	0s	100	1	30114
ma	612	248	0	0	0	1	0s	100	1	30114
ma	717	164	0	0	0	3	0s	100	1	30115
ma	653	213	0	0	0	3	0s	100	1	30115
ma	709	338	0	0	0	3	0s	100	1	30116
ma	819	162	0	0	0	3	0s	100	1	30116
ma	777	336	0	0	0	3	0s	100	1	30117
ma	850	295	0	0	0	1	0s	100	1	30117
ma	802	275	0	0	0	1	0s	100	1	30118
ma	730	294	0	0	0	3	0s	100	1	30118
ma	694	268	0	0	0	1	0s	100	1	30119
ma	800	239	0	0	0	1	0s	100	1	30119

g	571	60	1	1	0	0	180s	100	1	9004
g	604	62	1	1	0	0	180s	100	1	9004
g	631	63	1	1	0	0	180s	100	1	9004
g	676	64	1	1	0	0	180s	100	1	9004
g	712	67	1	1	0	0	180s	100	1	9004
g	748	67	1	1	0	0	180s	100	1	9004
g	809	67	1	1	0	0	180s	100	1	9004
g	832	61	1	1	0	0	180s	100	1	9004
g	876	66	1	1	0	0	180s	100	1	9004
g	899	68	1	1	0	0	180s	100	1	9004
g	935	67	1	1	0	0	180s	100	1	9004
g	944	89	1	1	0	0	180s	100	1	9004
g	942	115	1	1	0	0	180s	100	1	9004
g	944	176	1	1	0	0	180s	100	1	9004
g	947	206	1	1	0	0	180s	100	1	9004
g	943	225	1	1	0	0	180s	100	1	9004
g	945	269	1	1	0	0	180s	100	1	9004
g	943	296	1	1	0	0	180s	100	1	9004
g	943	345	1	1	0	0	180s	100	1	9004
g	942	375	1	1	0	0	180s	100	1	9004
g	938	398	1	1	0	0	180s	100	1	9004
g	936	420	1	1	0	0	180s	100	1	9004
g	662	383	1	1	0	0	180s	100	1	9004
g	698	390	1	1	0	0	180s	100	1	9004
g	936	438	1	1	0	0	180s	100	1	9004
g	910	440	1	1	0	0	180s	100	1	9004
g	862	436	1	1	0	0	180s	100	1	9004
g	846	438	1	1	0	0	180s	100	1	9004
g	802	433	1	1	0	0	180s	100	1	9004
g	785	439	1	1	0	0	180s	100	1	9004
g	756	438	1	1	0	0	180s	100	1	9004
g	726	439	1	1	0	0	180s	100	1	9004
g	701	439	1	1	0	0	180s	100	1	9004
g	641	436	1	1	0	0	180s	100	1	9004
g	620	439	1	1	0	0	180s	100	1	9004
g	579	439	1	1	0	0	180s	100	1	9004
g	562	425	1	1	0	0	180s	100	1	9004
g	560	402	1	1	0	0	180s	100	1	9004
g	562	380	1	1	0	0	180s	100	1	9004
g	565	340	1	1	0	0	180s	100	1	9004
g	559	362	1	1	0	0	180s	100	1	9004
g	562	279	1	1	0	0	180s	100	1	9004
g	564	257	1	1	0	0	180s	100	1	9004
g	563	230	1	1	0	0	180s	100	1	9004
g	563	208	1	1	0	0	180s	100	1	9004
g	566	178	1	1	0	0	180s	100	1	9004
g	556	153	1	1	0	0	180s	100	1	9004
g	566	138	1	1	0	0	180s	100	1	9004
g	571	97	1	1	0	0	180s	100	1	9004
g	625	114	1	1	0	0	180s	100	1	9004
g	619	133	1	1	0	0	180s	100	1	9004
g	620	160	1	1	0	0	180s	100	1	9004
g	615	182	1	1	0	0	180s	100	1	9004
g	614	219	1	1	0	0	180s	100	1	9004
g	617	281	1	1	0	0	180s	100	1	9004
g	615	316	1	1	0	0	180s	100	1	9004
g	611	344	1	1	0	0	180s	100	1	9004
g	613	368	1	1	0	0	180s	100	1	9004
g	626	391	1	1	0	0	180s	100	1	9004
g	654	388	1	1	0	0	180s	100	1	9004
g	679	392	1	1	0	0	180s	100	1	9004
g	717	400	1	1	0	0	180s	100	1	9004
g	774	397	1	1	0	0	180s	100	1	9004
g	814	396	1	1	0	0	180s	100	1	9004
g	874	395	1	1	0	0	180s	100	1	9004
g	902	390	1	1	0	0	180s	100	1	9004
g	783	62	1	1	0	0	180s	100	1	9004
g	669	121	1	1	0	0	180s	100	1	9005
g	689	124	1	1	0	0	180s	100	1	9005
g	724	114	1	1	0	0	180s	100	1	9005
g	757	118	1	1	0	0	180s	100	1	9005
g	785	113	1	1	0	0	180s	100	1	9005
g	823	116	1	1	0	0	180s	100	1	9005
g	847	116	1	1	0	0	180s	100	1	9005
g	878	118	1	1	0	0	180s	100	1	9005
g	895	121	1	1	0	0	180s	100	1	9005
g	903	137	1	1	0	0	180s	100	1	9005
g	900	145	1	1	0	0	180s	100	1	9005
g	658	232	1	1	0	0	180s	100	1	9005
g	652	316	1	1	0	0	180s	100	1	9005
g	692	342	1	1	0	0	180s	100	1	9005
g	754	297	1	1	0	0	180s	100	1	9005
g	696	224	1	1	0	0	180s	100	1	9005
g	616	60	1	1	0	0	180s	100	1	9005
g	651	65	1	1	0	0	180s	100	1	9005
g	693	63	1	1	0	0	180s	100	1	9005
g	727	64	1	1	0	0	180s	100	1	9005
g	799	67	1	1	0	0	180s	100	1	9005
g	858	64	1	1	0	0	180s	100	1	9005
g	567	81	1	1	0	0	180s	100	1	9005
g	563	113	1	1	0	0	180s	100	1	9005
g	561	163	1	1	0	0	180s	100	1	9005
g	561	293	1	1	0	0	180s	100	1	9005
g	563	328	1	1	0	0	180s	100	1	9005
g	567	432	1	1	0	0	180s	100	1	9005
g	598	436	1	1	0	0	180s	100	1	9005
g	652	441	1	1	0	0	180s	100	1	9005
g	710	433	1	1	0	0	180s	100	1	9005
g	901	437	1	1	0	0	180s	100	1	9005
g	770	432	1	1	0	0	180s	100	1	9005
g	942	360	1	1	0	0	180s	100	1	9005
g	944	312	1	1	0	0	180s	100	1	9005
g	942	263	1	1	0	0	180s	100	1	9005
g	941	192	1	1	0	0	180s	100	1	9005
g	945	157	1	1	0	0	180s	100	1	9005
g	940	106	1	1	0	0	180s	100	1	9005
g	941	139	1	1	0	0	180s	100	1	9005
g	937	82	1	1	0	0	180s	100	1	9005
g	647	166	1	1	0	0	180s	100	1	9006
g	667	167	1	1	0	0	180s	100	1	9006
g	697	168	1	1	0	0	180s	100	1	9006
g	656	200	1	1	0	0	180s	100	1	9006
g	744	162	1	1	0	0	180s	100	1	9006
g	774	166	1	1	0	0	180s	100	1	9006
g	799	166	1	1	0	0	180s	100	1	9006
g	841	170	1	1	0	0	180s	100	1	9006
g	847	176	1	1	0	0	180s	100	1	9006
g	851	212	1	1	0	0	180s	100	1	9006
g	853	245	1	1	0	0	180s	100	1	9006
g	853	274	1	1	0	0	180s	100	1	9006
g	851	310	1	1	0	0	180s	100	1	9006
g	845	340	1	1	0	0	180s	100	1	9006
g	819	339	1	1	0	0	180s	100	1	9006
g	761	339	1	1	0	0	180s	100	1	9006
g	733	344	1	1	0	0	180s	100	1	9006
g	674	342	1	1	0	0	180s	100	1	9006
g	653	331	1	1	0	0	180s	100	1	9006
g	660	281	1	1	0	0	180s	100	1	9006
g	657	254	1	1	0	0	180s	100	1	9006
g	709	210	1	1	0	0	180s	100	1	9006
g	743	206	1	1	0	0	180s	100	1	9006
g	768	208	1	1	0	0	180s	100	1	9006
g	800	207	1	1	0	0	180s	100	1	9006
g	804	219	1	1	0	0	180s	100	1	9006
g	805	261	1	1	0	0	180s	100	1	9006
g	805	297	1	1	0	0	180s	100	1	9006
g	773	303	1	1	0	0	180s	100	1	9006
g	702	290	1	1	0	0	180s	100	1	9006
g	699	244	1	1	0	0	180s	100	1	9006
g	855	392	1	1	0	0	180s	100	1	9006
g	835	394	1	1	0	0	180s	100	1	9006
g	888	392	1	1	0	0	180s	100	1	9006
g	919	390	1	1	0	0	180s	100	1	9006
g	896	370	1	1	0	0	180s	100	1	9006
g	898	357	1	1	0	0	180s	100	1	9006
g	898	343	1	1	0	0	180s	100	1	9006
g	894	319	1	1	0	0	180s	100	1	9006
g	895	296	1	1	0	0	180s	100	1	9006
g	897	276	1	1	0	0	180s	100	1	9006
g	895	247	1	1	0	0	180s	100	1	9006
g	900	224	1	1	0	0	180s	100	1	9006
g	897	206	1	1	0	0	180s	100	1	9006
g	898	185	1	1	0	0	180s	100	1	9006
g	900	152	1	1	0	0	180s	100	1	9006
g	804	233	1	1	0	0	180s	100	1	9006
g	717	206	1	1	0	0	180s	100	1	9006
g	745	204	1	1	0	0	180s	100	1	9006
g	782	203	1	1	0	0	180s	100	1	9006
g	701	215	1	1	0	0	180s	100	1	9006
g	740	224	1	1	0	0	180s	100	1	9006
g	655	265	1	1	0	0	180s	100	1	9006
g	655	284	1	1	0	0	180s	100	1	9006
g	655	298	1	1	0	0	180s	100	1	9006
g	611	298	1	1	0	0	180s	100	1	9006
g	609	326	1	1	0	0	180s	100	1	9006
g	622	381	1	1	0	0	180s	100	1	9006
g	655	396	1	1	0	0	180s	100	1	9006
g	790	394	1	1	0	0	180s	100	1	9006
g	687	395	1	1	0	0	180s	100	1	9006
g	793	335	1	1	0	0	180s	100	1	9006
g	813	317	1	1	0	0	180s	100	1	9006
g	779	297	1	1	0	0	180s	100	1	9006
g	713	298	1	1	0	0	180s	100	1	9006
g	691	289	1	1	0	0	180s	100	1	9006
g	692	267	1	1	0	0	180s	100	1	9006
g	845	330	1	1	0	0	180s	100	1	9006
g	826	342	1	1	0	0	180s	100	1	9006
g	677	164	1	1	0	0	180s	100	1	9006
g	659	180	1	1	0	0	180s	100	1	9006
g	657	189	1	1	0	0	180s	100	1	9006
g	648	165	1	1	0	0	180s	100	1	9006
g	612	234	1	1	0	0	180s	100	1	9006
g	614	260	1	1	0	0	180s	100	1	9006
g	618	197	1	1	0	0	180s	100	1	9006
g	729	164	1	1	0	0	180s	100	1	9006
g	840	164	1	1	0	0	180s	100	1	9006
g	814	165	1	1	0	0	180s	100	1	9006
g	851	192	1	1	0	0	180s	100	1	9006
g	851	231	1	1	0	0	180s	100	1	9006
g	848	256	1	1	0	0	180s	100	1	9006
g	794	297	1	1	0	0	180s	100	1	9006
g	828	333	1	1	0	0	180s	100	1	9006
g	792	340	1	1	0	0	180s	100	1	9006
g	728	337	1	1	0	0	180s	100	1	9006
g	582	61	1	1	0	0	180s	100	1	9006
