m	157	286	150	200	0	0	700s	100	1	8054
m	1550	761	150	200	0	0	750s	100	1	8056
m	1469	229	150	200	0	0	800s	100	1	8056
m	572	829	150	200	0	0	850s	100	1	8056
m	1054	249	150	200	0	0	900s	100	1	8056
m	774	385	150	200	0	0	950s	100	1	8056
m	1002	819	150	200	0	0	200s	100	1	8056

//mine_regen_È¿¹«¸²										
r	1035	199	100	100	0	0	3450s	100	1	2008
r	1437	353	100	100	0	0	3475s	100	1	2008
r	990	801	100	100	0	0	3500s	100	1	2008
r	538	820	100	100	0	0	3525s	100	1	2008
r	138	207	100	100	0	0	3550s	100	1	2008
r	1205	329	100	100	0	0	3575s	100	1	2008
r	1544	721	100	100	0	0	3600s	100	1	2008
r	740	720	100	100	0	0	3625s	100	1	2008
r	281	593	100	100	0	0	3650s	100	1	2008
r	468	186	100	100	0	0	3675s	100	1	2008
